Angebotsnummer,Bezeichnung,Credits,Prüfungsvorlage,Veranstaltungstyp,Dozierende,Sprache
IBMAN-M03-F01,Marketing,5,Klausur,seminaristischer Unterricht,Prof. Dr. Andrea Rumler,Deutsch
IBMAN-M11-F01,Operations Management,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Alexander Tsipoulanidis,Deutsch
IBMAN-M27-F01,Statistics,5,Klausur,seminaristischer Unterricht,Prof. Dr. Frank Brand,Deutsch
IBMAN-M25-F01,"Work, Business and Society",5,Kombinierte Prüfung,seminaristischer Unterricht,Nikos Markogiannakis,Deutsch
IBMAN-M08-F01,International Management - International Management 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Christoph Dörrenbächer,Deutsch
IBMAN-M06-F01,Management Accounting and Controlling,5,Klausur,seminaristischer Unterricht,Prof. Dr. Michael Faustino Bauer,Deutsch
IBMAN-M09-F01,Organisational Behaviour in International Companies - Organisational Behaviour in International Companies 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Barbara Beham,Deutsch
IBMAN-M12-F01,Corporate Environmental Management,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Annett Baumast,Deutsch
IBMAN-M29-F01,Business Applications,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Fatoumata Camara,Deutsch
IBMAN-M05-F01,Principles of Managerial Accounting,5,Klausur,seminaristischer Unterricht,Prof. Dr. oec. Thomas Gruber,Deutsch
IBMAN-M21-F01,Macroeconomics: The Economic Cycle and Employment,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Till Strohsal,Deutsch
IBMAN-M24-F01,Regional Studies - Regional Studies 1,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. José Magone,Deutsch
IBMAN-M02-F01,Principles of Corporate Finance,5,Klausur,seminaristischer Unterricht,Prof. Dr. Marc Crummenerl,Deutsch
IBMAN-M30-F01,Introduction to the Study Programme and the Academic Environment,2,Leistungstest (undifferenziert),seminaristischer Unterricht,Prof. Dr. Mario Glowik,Deutsch
IBMAN-M31-F01,Self Management - Self Management 1,3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Daisy Krüger,Deutsch
IBMAN-M04-F01,Principles of Financial Accounting,5,Klausur,seminaristischer Unterricht,Alexander Westphal,Deutsch
IBMAN-M01-F01,Human Resources and Organisation,5,Kombinierte Prüfung,seminaristischer Unterricht,John C. Davis,Deutsch
IBMAN-M26-F01,Mathematics for Business and Economics,5,Klausur,seminaristischer Unterricht,Sourav Adhikari,Deutsch
IBMAN-M20-F01,Microeconomics: Allocation and Distribution,5,Klausur,seminaristischer Unterricht,Prof. Dr. Jennifer Pédussel Wu,Deutsch
IBMAN-M28-F01,Digital Business,5,Leistungstest (undifferenziert),seminaristischer Unterricht,Dr. Salim Chujfi La Roche,Deutsch
IBMAN-M08-F01,International Management - International Management 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Ewa Ostaszewska,Deutsch
IBMAN-M09-F01,Organisational Behaviour in International Companies - Organisational Behaviour in International Companies 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Dr. Jessica Di Bella,Deutsch
IBMAN-M10-F01,Business Simulation - Business Simulation 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. rer. Sabine Haller / Prof. Dr. Tobias Braun,Deutsch
IBMAN-M24-F01,Regional Studies - Regional Studies 2,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. José Magone,Deutsch
IBMAN-M31-F01,Self Management - Self Management 2,3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Daisy Krüger,Deutsch
IBMAN-M32-F01,Communication and Interaction in a Professional Context - Communication and Interaction in a Professional Context 2,3,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Rami Abo Zarad,Deutsch
IBMAN-M33-F01,Intercultural Communication - Intercultural Communication 2,3,Kombinierte Prüfung,"Projektseminar, Action-learning",Rami Abo Zarad,Deutsch
IBMAN-M34-F01,"History, Politics and Economics of the Host Country - History, Politics and Economics of the Host Country 2",5,Kombinierte Prüfung,seminaristischer Unterricht,Jörg Nielandt,Deutsch
WiRecht-M39-F02...,English for Business Law: Common Law Cases,3,Leistungstest (undifferenziert),seminaristischer Unterricht,Prof. Dr. Torsten Straub,Englisch
WiRecht-M39-F01...,English for Business Law: English Legal System,3,Leistungstest (undifferenziert),seminaristischer Unterricht,Prof. Dr. Torsten Straub,Englisch
WiRecht-M09-F01...,Vertiefung Zivilrecht,3,Klausur,Praktische Übung,Prof. Dr. Sebastian Schunke,Deutsch
WiRecht-M41-F01...,Praxisseminar,1,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Prof. Dr. Sebastian Schunke,Deutsch
WiRecht-M06-F02...,Recht im Unternehmen (Gesellschaftsrecht I),2.5,Klausur,seminaristischer Unterricht,Julia Preußer,Deutsch
WiRecht-M06-F01...,Recht im Unternehmen (Arbeitsrecht I),2.5,Klausur,seminaristischer Unterricht,Prof. Dr. Reingard Zimmer,Deutsch
WiRecht-M04-F01...,Zivilrecht III,5,Kombinierte Prüfung,Seminar,Prof. Dr. Sebastian Schunke,Deutsch
WiRecht-M05-F01...,Zivilrecht IV,5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. Arnold Lehmann-Richter,Deutsch
WiRecht-M12-F01...,Wirtschaftsstrafrecht,5,Klausur,seminaristischer Unterricht,Alexander Sättele,Deutsch
WiRecht-M23-F01...,Bank- und Kreditsicherungsrecht,5,Klausur,seminaristischer Unterricht,Prof. Dr. Julia Klauer,Deutsch
WiRecht-M08-F01...,Gesellschaftsrecht II,5,Hausarbeit,seminaristischer Unterricht,Julia Preußer,Deutsch
WiRecht-M21-F01...,Europäisches Wirtschaftsrecht,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Torsten Straub,Deutsch
WiRecht-M07-F01...,Arbeitsrecht II,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Stefanie Lorenzen,Deutsch
Wi-Inf-M16-F01,Recht der digitalen Wirtschaft,5,Hausarbeit,"Projektseminar, Action-learning",Dr. Michael Funke,Deutsch
WiRecht-M24-F01...,Praktische Anwendungen des Wirtschaftsrechts,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Torsten Straub,Deutsch
WiRecht-M03-F01...,Zivilrecht II,5,Hausarbeit,seminaristischer Unterricht,Prof. Dr. Arnold Lehmann-Richter,Deutsch
WiRecht-M35-F01...,Statistik,5,Klausur,seminaristischer Unterricht,Dr. Michael Schlegel,Deutsch
WiRecht-M11-F02...,Öffentliches Wirtschaftsrecht,5,Klausur,seminaristischer Unterricht,Prof. Dr. Johannes Schäffer / Nina Tippmann,Deutsch
WiRecht-M01-F01...,Einführung in das Studium,2,Leistungstest (undifferenziert),Projektseminar,Prof. Dr. Sebastian Schunke,Deutsch
WiRecht-M34-F01...,Volkswirtschaftliche Rahmenbedingungen,5,Klausur,Seminar,Dr. Sylvi Rzepka,Deutsch
WiRecht-M02-F01...,Zivilrecht I,5,Klausur,seminaristischer Unterricht,Julia Preußer,Deutsch
BA-WiIng-M32-F0...,Projektmanagement und Fallstudien,5,Kombinierte Prüfung,seminaristischer Unterricht,Frank Hinrichs / Charlotte Ritter,Deutsch
BA-WiIng-M33-F0...,Unternehmenssimulation mit Teamentwicklung und Supervision - Unternehmenssimulation mit Teamentwicklung und Supervision 1,5,Kombinierte Prüfung (undifferenziert),Übung,Prof. Dr. rer. Christian Noss / Susanne Schubert,Deutsch
BA-WiIng-M34-F0...,Strategische Finanzplanung und Bewertung,5,Klausur,seminaristischer Unterricht,Prof. Dr. Frank Witte,Deutsch
BA-WiIng-M36-F0...,Nachhaltiges Operations Management II,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Eberhard Schmid,Deutsch
BA-WiIng-M37-F0...,Analyse unternehmerischer Nachhaltigkeit,5,Klausur,seminaristischer Unterricht,Prof. Dr. Annett Baumast,Deutsch
BA-WiIng-M21-F0...,Statistik,5,Klausur,seminaristischer Unterricht,Dr. Hartmut Bauer,Deutsch
BA-WiIng-M22-F0...,Investition und Finanzierung,5,Klausur,seminaristischer Unterricht,Prof. Dr. Axel Hellmann,Deutsch
BA-WiIng-M07-F0...,Business English II,0,Kombinierte Prüfung,Übung,Sandra Baker,Englisch
BA-WiIng-M07-F0...,Business English III,0,Kombinierte Prüfung,Übung,Sandra Baker,Englisch
BA-WiIng-M08-F0...,Einführung in die Umweltökonomie und nachhaltige Entwicklung,5,Klausur,seminaristischer Unterricht,Gerrit von Jorck,Deutsch
BA-WiIng-M09-F0...,Marketing,5,Klausur,seminaristischer Unterricht,Prof. Dr. rer. Harald Rüggeberg,Deutsch
BA-WiIng-M33-F0...,Unternehmenssimulation mit Teamentwicklung und Supervision - Unternehmenssimulation mit Teamentwicklung und Supervision 2,5,Kombinierte Prüfung (undifferenziert),Übung,Robert Dabitz / Sandra Fanroth,Deutsch
Wi-Inf-M12-F01,Sicherheit in der Informationstechnologie,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Katja Andresen,Deutsch
Wi-Inf-M37-F01,Praxisseminar,1,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Prof. Dr. rer. Heike Wiesner,Deutsch
Wi-Inf-M17-F01,Unternehmenssoftware für KMU,5,Kombinierte Prüfung,Übung am PC,Corinna Friebel-Fohrholz,Deutsch
Wi-Inf-M14-F01,IT Governance und IT Service Management,5,Klausur,Praktische Übung,Prof. Dr. Sven Pohland,Deutsch
Wi-Inf-M10-F01,Projekt Software Engineering,10,Projektdokumentation,"Projektseminar, Action-learning",Prof. Dr. rer. Heike Wiesner,Deutsch
Wi-Inf-M28-F01,Volkswirtschaftliche Rahmenbedingungen,5,Klausur,seminaristischer Unterricht,Dr. Heinrich Jess,Deutsch
Wi-Inf-M04-F01,Datenbanken,10,Klausur,seminaristischer Unterricht,Prof. Dr. Markus Schaal,Deutsch
Wi-Inf-M31-F01,Statistik,5,Klausur,seminaristischer Unterricht,Prof. Dr. rer. nat. Susanne Hannappel,Deutsch
Wi-Inf-M08-F01,App Entwicklung mit Android,5,Kombinierte Prüfung,seminaristischer Unterricht,Holger Zimmermann,Deutsch
Wi-Inf-M11-F01,Unternehmensmodellierung,5,Klausur,seminaristischer Unterricht,Prof. Dr. Frank Habermann,Deutsch
Wi-Inf-M15-F01,Aktuelle Fragen der Wirtschaftsinformatik,5,Kombinierte Prüfung,"Projektseminar, Action-learning",Prof. Dr. Alexander Eck,Deutsch
Wi-Inf-M18-F01,E-Business und digitale Geschäftsmodelle,5,Kombinierte Prüfung,Übung am PC,Andreas Gäbler,Deutsch
Wi-Inf-M35-F01,Projektmanagement,5,Kombinierte Prüfung (undifferenziert),seminaristischer Unterricht,Prof. Dr. Sven Pohland,Deutsch
Wi-Inf-M13-F01,Informations- und Kommunikationsmanagement - Informations- und Kommunikationsmanagement 1,5,Kombinierte Prüfung,Praktische Übung,Ertan Gönülal,Deutsch
Wi-Inf-M09-F02,Full-Stack Web Development,5,Programmentwurf,Übung am PC,Prof. Dr. Alexander Eck,Deutsch
Wi-Inf-M19-F02,Introduction to Data Analytics,5,Kombinierte Prüfung,Übung am PC,Khanh Le Nguyen,Deutsch
Wi-Inf-M33-F01,English 2- English for Information Technology Part 2 - English 2- English for Information Technology Part 2 __ 1,3,Leistungstest (undifferenziert),Praktische Übung,Aleksandar Zivkovic,Englisch
Wi-Inf-M03-F01,Betriebliche Informationssysteme,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. Katja Andresen,Deutsch
Wi-Inf-M06-F01,Objektorientierte Programmierung II - Objektorientierte Programmierung II_1,5,Kombinierte Prüfung,Übung am PC,Prof. Dr. Markus Schaal,Deutsch
Wi-Inf-M01-F01,Einführung in das Studium der Wirtschaftsinformatik - Einführung in das Studium der Wirtschaftsinformatik 1,1,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Prof. Dr. Katja Andresen,Deutsch
Wi-Inf-M32-F01,English 1- English for Information Technology Part 1 - English 1- English for Information Technology Part 1 __ 1,3,Leistungstest (undifferenziert),Praktische Übung,Aleksandar Zivkovic,Englisch
Wi-Inf-M27-F01,Sozialwissenschaftliche Aspekte der Informations- und Wissensgesellschaft,5,Kombinierte Prüfung,seminaristischer Unterricht,Prof. Dr. rer. Heike Wiesner,Deutsch
Wi-Inf-M05-F01,Objektorientierte Programmierung I - Objektorientierte Programmierung I_1,5,Kombinierte Prüfung,Übung am PC,Prof. Dr. Diana Hristova,Deutsch
Wi-Inf-M02-F01,Grundlagen der Wirtschaftsinformatik - Grundlagen der Wirtschaftsinformatik 1,5,Kombinierte Prüfung,Übung am PC,Randy Witte,Deutsch
Wi-Inf-M01-F01,Einführung in das Studium der Wirtschaftsinformatik - Einführung in das Studium der Wirtschaftsinformatik 2,1,Leistungstest (undifferenziert),"Projektseminar, Action-learning",Thomas Schwier,Deutsch
Wi-Inf-M02-F01,Grundlagen der Wirtschaftsinformatik - Grundlagen der Wirtschaftsinformatik 2,5,Kombinierte Prüfung,Übung am PC,Leonie Scholl,Deutsch
Wi-Inf-M05-F01,Objektorientierte Programmierung I - Objektorientierte Programmierung I_2,5,Kombinierte Prüfung,Übung am PC,Prof. Dr. Diana Hristova,Deutsch
Wi-Inf-M06-F01,Objektorientierte Programmierung II - Objektorientierte Programmierung II_2,5,Kombinierte Prüfung,Übung am PC,Prof. Dr. Alexander Eck,Deutsch
Wi-Inf-M32-F01,English 1- English for Information Technology Part 1 - English 1- English for Information Technology Part 1 __ 2,3,Leistungstest (undifferenziert),Praktische Übung,Aleksandar Zivkovic,Englisch
Wi-Inf-M33-F01,English 2- English for Information Technology Part 2 - English 2- English for Information Technology Part 2 __ 2,3,Leistungstest (undifferenziert),Praktische Übung,Alan McElroy,Englisch
